"Time Step","Softwood Merchantable","Hardwood Merchantable","Softwood Submerchantable","Hardwood Submerchantable","Softwood Other","Hardwood Other","Softwood Foliage","Hardwood Foliage","Softwood Fine Roots","Hardwood Fine Roots","Softwood Coarse Roots","Hardwood Coarse Roots","Aboveground Very Fast DOM","Belowground Very Fast DOM","Aboveground Fast DOM","Belowground Fast DOM","Medium DOM","Aboveground Slow DOM","Belowground Slow DOM","Softwood Stem Snag","Softwood Branch Snag","Hardwood Stem Snag","Hardwood Branch Snag",
0,0,0,0,0,0,0,0,0,0,0,0,0,0.579089999198914,1.95051598548889,12.958080291748,9.33006858825684,7.78847122192383,15.7439298629761,82.256103515625,45.5787200927734,21.2903308868408,0,0,
1,0.008425734006,0,0,0,0,0,0.0954624936,0,0.009802273475,0,0.01326091308,0,0.427852749824524,1.15045189857483,13.3090333938599,8.23050308227539,8.96294975280762,16.1464691162109,82.4042663574219,43.4426002502441,18.0321407318115,0,0,
2,0.03549707681,0,0,0,0,0,0.3006355166,0,0.03155241534,0,0.043069016189999997,0,0.332004964351654,0.681918323040009,13.331395149231,7.26071977615356,10.0350961685181,16.5076274871826,82.4768524169922,41.4066734313965,15.272572517395,0,0,
3,0.08229964972,0,0,0,0,0,0.5849338174,0,0.06217453629,0,0.08595129102,0,0.285976141691208,0.410736709833145,13.1080093383789,6.40555429458618,11.0111608505249,16.8301277160645,82.4997787475586,39.4663276672363,12.9353170394897,0,0,
4,0.1493988484,0,0,0,0,0,0.9346499443,0,0.1000870988,0,0.1405717134,0,0.283531188964844,0.25738987326622,12.7052021026611,5.65160703659058,11.8970594406128,17.1170558929443,82.4891815185547,37.6171722412109,10.9557466506958,0,0,
5,0.237151742,0,0,0,0,0,1.340693593,0,0.1440981776,0,0.2061834782,0,0.318955481052399,0.174752801656723,12.1757726669312,4.9870491027832,12.6983909606934,17.3716869354248,82.4553527832031,35.8550224304199,9.27912139892578,0,0,
6,0.3457870781,0,0,0,0,0,1.796163082,0,0.1932001114,0,0.2823128104,0,0.387230604887009,0.134844914078712,11.5614643096924,4.40143966674805,13.4204511642456,17.5973625183105,82.4050369262695,34.175895690918,7.85908079147339,0,0,
7,0.4754396975,0,0,0,0,0,2.295417309,0,0.2464978993,0,0.368632406,0,0.484007775783539,0.120996296405792,10.8950061798096,3.88556575775146,14.0682506561279,17.7974166870117,82.3427734375,32.5759925842285,6.6563572883606,0,0,
8,0.6261686683,0,0,0,0,0,2.83362937,0,0.3031789064,0,0.4648962617,0,0.605526208877563,0.123221352696419,10.2018032073975,3.43129682540894,14.6465272903442,17.9751071929932,82.2717742919922,31.0516948699951,5.63769435882568,0,0,
9,0.797968328,0,0,0,0,0,3.406541109,0,0.3624992371,0,0.5709017515,0,0.748523235321045,0.135488137602806,9.5013313293457,3.03145933151245,15.159761428833,18.1335697174072,82.1943588256836,29.5995483398438,4.77492332458496,0,0,
10,0.9907752275,0,0,0,0,0,4.010314465,0,0.4237769842,0,0.6864649057,0,0.910151541233063,0.154107093811035,8.80828475952148,2.67972326278687,15.6121892929077,18.2757911682129,82.1122894287109,28.2162685394287,4.04418754577637,0,0,
11,1.204473138,0,0,0,0,0,4.641438961,0,0.4863886833,0,0.8114037514,0,1.0879088640213,0.176780492067337,8.13351821899414,2.37050294876099,16.0078144073486,18.4045791625977,82.0269470214844,26.8987197875977,3.42528080940247,0,0,
12,1.438897252,0,0,0,0,0,5.296666145,0,0.5497679114,0,0.9455271363,0,1.27957987785339,0.202041834592819,7.48482513427734,2.09886932373047,16.3504219055176,18.5225524902344,81.9394302368164,25.6439113616943,2.90108895301819,0,0,
13,1.693836331,0,0,0,0,0,5.972970009,0,0.6134037971,0,1.088627219,0,1.48319041728973,0.228925094008446,6.86756706237793,1.86047255992889,16.6435832977295,18.632137298584,81.8506393432617,24.4489994049072,2.45711755752563,0,0,
14,1.969035983,0,0,0,0,0,6.667512417,0,0.6768396497,0,1.240473986,0,1.69696986675262,0.256769567728043,6.28519439697266,1.65147387981415,16.8906784057617,18.7355499267578,81.7613220214844,23.3112621307373,2.08108973503113,0,0,
15,2.264200687,0,0,0,0,0,7.377622604,0,0.7396720052,0,1.400812864,0,1.91932249069214,0.285104632377625,5.73966503143311,1.46848428249359,17.0948944091797,18.8348140716553,81.6721038818359,22.2281112670898,1.76260781288147,0,0,
16,2.578994989,0,0,0,0.3250683248,0,7.775712013,0,0.8015482426,0,1.569361925,0,2.1369252204895,0.313581556081772,5.23608827590942,1.30851209163666,17.259241104126,18.9310684204102,81.5835037231445,21.1970748901367,1.49439454078674,0,0,
17,2.913046598,0,0,0,0.8985202312,0,7.936083317,0,0.8621649742,0,1.74581337,0,2.33070850372314,0.341932833194733,4.78161287307739,1.16891574859619,17.3865604400635,19.0242729187012,81.4959487915039,20.215799331665,1.27145564556122,0,0,
18,3.265947104,0,0,0,1.491704345,0,8.085133553,0,0.9212652445,0,1.929833055,0,2.49765849113464,0.369947850704193,4.37806129455566,1.04736185073853,17.4795322418213,19.1141757965088,81.409782409668,19.2820339202881,1.08812379837036,0,0,
19,3.637254238,0,0,0,2.101421356,0,8.223930359,0,0.9786362052,0,2.121062517,0,2.6438295841217,0.397458165884018,4.02347135543823,0.941789150238037,17.5406856536865,19.2008419036865,81.3252792358398,18.3936347961426,0.938508450984955,0,0,
20,4.026493073,0,0,0,2.724720478,0,8.353404999,0,1.034105539,0,2.319119692,0,2.77367424964905,0.424328178167343,3.71550679206848,0.850376009941101,17.5724048614502,19.2845287322998,81.2426681518555,17.5485591888428,0.817591428756714,0,0,
